x,y,z,Year,Month,dT
2012.0,3.0,0.8,2012.0,3.0,0.8
2012.0,4.0,0.93,2012.0,4.0,0.93
2012.0,5.0,0.72,2012.0,5.0,0.72
2012.0,6.0,0.57,2012.0,6.0,0.57
2012.0,7.0,0.85,2012.0,7.0,0.85
2012.0,8.0,0.89,2012.0,8.0,0.89
2012.0,9.0,0.92,2012.0,9.0,0.92
2012.0,10.0,0.94,2012.0,10.0,0.94
2012.0,11.0,0.72,2012.0,11.0,0.72
2013.0,0.0,0.98,2013.0,0.0,0.98
2013.0,1.0,0.75,2013.0,1.0,0.75
2013.0,2.0,0.85,2013.0,2.0,0.85
2013.0,3.0,0.66,2013.0,3.0,0.66
2013.0,4.0,0.66,2013.0,4.0,0.66
2013.0,5.0,0.87,2013.0,5.0,0.87
2013.0,6.0,0.66,2013.0,6.0,0.66
2013.0,7.0,0.79,2013.0,7.0,0.79
2013.0,8.0,1.01,2013.0,8.0,1.01
2013.0,9.0,0.86,2013.0,9.0,0.86
2013.0,10.0,0.89,2013.0,10.0,0.89
2013.0,11.0,0.84,2013.0,11.0,0.84
2014.0,0.0,0.96,2014.0,0.0,0.96
2014.0,1.0,0.67,2014.0,1.0,0.67
2014.0,2.0,0.78,2014.0,2.0,0.78
2014.0,3.0,0.89,2014.0,3.0,0.89
2014.0,4.0,1.05,2014.0,4.0,1.05
2014.0,5.0,0.78,2014.0,5.0,0.78
2014.0,6.0,0.72,2014.0,6.0,0.72
2014.0,7.0,0.85,2014.0,7.0,0.85
2014.0,8.0,1.1,2014.0,8.0,1.1
2014.0,9.0,1.01,2014.0,9.0,1.01
2014.0,10.0,0.8,2014.0,10.0,0.8
2014.0,11.0,0.98,2014.0,11.0,0.98
2015.0,0.0,0.95,2015.0,0.0,0.95
2015.0,1.0,1.08,2015.0,1.0,1.08
2015.0,2.0,1.11,2015.0,2.0,1.11
2015.0,3.0,0.78,2015.0,3.0,0.78
2015.0,4.0,0.85,2015.0,4.0,0.85
2015.0,5.0,0.85,2015.0,5.0,0.85
2015.0,6.0,0.7,2015.0,6.0,0.7
2015.0,7.0,0.89,2015.0,7.0,0.89
2015.0,8.0,0.81,2015.0,8.0,0.81
2015.0,9.0,1.2,2015.0,9.0,1.2
2015.0,10.0,1.19,2015.0,10.0,1.19
2015.0,11.0,1.39,2015.0,11.0,1.39
2016.0,0.0,1.36,2016.0,0.0,1.36
2016.0,1.0,1.65,2016.0,1.0,1.65
2016.0,2.0,1.64,2016.0,2.0,1.64
2016.0,3.0,1.35,2016.0,3.0,1.35
2016.0,4.0,1.15,2016.0,4.0,1.15
2016.0,5.0,0.91,2016.0,5.0,0.91
2016.0,6.0,0.97,2016.0,6.0,0.97
2016.0,7.0,1.3,2016.0,7.0,1.3
2016.0,8.0,1.1,2016.0,8.0,1.1
2016.0,9.0,1.21,2016.0,9.0,1.21
2016.0,10.0,1.18,2016.0,10.0,1.18
2016.0,11.0,1.12,2016.0,11.0,1.12
2017.0,0.0,1.13,2017.0,0.0,1.13
2017.0,1.0,1.42,2017.0,1.0,1.42
2017.0,2.0,1.38,2017.0,2.0,1.38
2017.0,3.0,1.16,2017.0,3.0,1.16
2017.0,4.0,1.22,2017.0,4.0,1.22
2017.0,5.0,0.79,2017.0,5.0,0.79
2017.0,6.0,1.06,2017.0,6.0,1.06
2017.0,7.0,1.09,2017.0,7.0,1.09
2017.0,8.0,0.96,2017.0,8.0,0.96
2017.0,9.0,1.15,2017.0,9.0,1.15
2017.0,10.0,1.04,2017.0,10.0,1.04
2017.0,11.0,1.17,2017.0,11.0,1.17
2018.0,0.0,1.03,2018.0,0.0,1.03
